"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"surv[1,32]",0.0596778113772455,0.0310646896404084,0.0136004996418908,0.036717497702675,0.0540799852070986,0.0776024728006772,0.131387476753963,1.13059375849651,21
"surv[1,33]",0.0530555,0.0295839305622662,0.0106004995406648,0.031084998793889,0.0474049997363147,0.0700599807197909,0.12258998406037,1.13152450454437,20
"surv[1,34]",0.0471645069860279,0.0280916651992505,0.00819627114760076,0.0263024996436152,0.0413299891120237,0.0632649994071927,0.114394995733725,1.13232421020004,20
"surv[1,35]",0.041927628742515,0.0266033864704514,0.00627644937200287,0.0221974962006075,0.0359899110863031,0.056702462766411,0.1067,1.13304942304335,20
"surv[1,36]",0.0372769530938124,0.0251371596547281,0.00479909995938882,0.0186024994961258,0.0313599856505069,0.0505599970324451,0.0996574987762837,1.13368332629947,20
"surv[1,37]",0.0331488800399202,0.0237025641584942,0.00364102499665331,0.0155849783722971,0.0272449958708017,0.0451024531795922,0.0930642430614636,1.13425600031472,20
"surv[1,38]",0.0294869423153693,0.022311585942434,0.00273032424789255,0.0130449741675903,0.0235899809241127,0.0402724979043774,0.0869069979788322,1.13474444623455,20
"surv[1,39]",0.0262391190618762,0.0209692328644127,0.00203352237411877,0.0108424301560668,0.0203549993859003,0.0360324872428288,0.0811482492636761,1.13520458701359,20
"surv[1,40]",0.0233591550898204,0.0196801723453702,0.00150654612043128,0.00898674240265821,0.0175999744317996,0.0320923450956908,0.0755652441683426,1.13560474874093,20
"surv[1,41]",0.0208056962075848,0.0184496937445757,0.00112119930744446,0.007436996775204,0.0151349991740997,0.0286374445909018,0.0703337391454967,1.13599138523818,20
"surv[1,42]",0.0185419027145709,0.017279290656467,0.000829409997649649,0.00616274986311093,0.0130399386501624,0.0254824819563925,0.0656707245023974,1.13631937179653,20
"surv[1,43]",0.0165345635229541,0.016169027344642,0.000602962374001367,0.00508899528888025,0.0112449899955491,0.0227324962867198,0.0613079539700714,1.13662714905148,20
"surv[1,44]",0.0147543582934132,0.0151199034482625,0.000433934187409424,0.00419123604769293,0.00967899814030358,0.02006,0.0570599656729475,1.1369044573524,20
"surv[1,45]",0.0131750854091816,0.0141305293881342,0.000310260862059765,0.00344649120201298,0.00826599612871916,0.01769498090522,0.052867748130707,1.13716906819381,20
"surv[1,46]",0.0117735884031936,0.0131995731575968,0.000220265063037951,0.00282224439472731,0.00708148303676568,0.0155274993961028,0.0491379984109952,1.13740465463324,20
"surv[1,47]",0.0105292393083832,0.0123254565488684,0.000155354464090337,0.00230472046166787,0.00605949948428086,0.0138574993233083,0.0455782486884775,1.13762884304159,20
"surv[1,48]",0.00942409190119761,0.0115062499728309,0.000108836598762761,0.00187994922337465,0.00515799651027412,0.0121824930683893,0.0422554906297734,1.13783647747614,20
